Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Coffee Type,Roast Type,Size,Unit Price,Sales
YFX-64795-136,15-01-20,83163-65741-IH,L-M-2.5,1,,,,,,,,
DDO-71442-967,12-04-19,89422-58281-FD,L-D-0.2,5,,,,,,,,
ILQ-11027-588,29-03-20,76293-30918-DQ,E-D-1,6,,,,,,,,
KRZ-13868-122,24-03-22,86779-84838-EJ,E-L-1,3,,,,,,,,
VRM-93594-914,21-07-21,66806-41795-MX,E-D-0.5,5,,,,,,,,
HXL-22497-359,06-08-19,64875-71224-UI,A-L-1,3,,,,,,,,
NOP-21394-646,23-05-21,16982-35708-BZ,E-L-0.5,6,,,,,,,,
NOP-21394-646,23-05-21,16982-35708-BZ,L-D-2.5,2,,,,,,,,
NOP-21394-646,23-05-21,16982-35708-BZ,L-D-2.5,3,,,,,,,,
NOP-21394-646,23-05-21,16982-35708-BZ,L-L-0.5,4,,,,,,,,
NOP-21394-646,23-05-21,16982-35708-BZ,E-M-1,3,,,,,,,,
FTV-77095-168,08-04-21,66708-26678-QK,L-L-0.5,6,,,,,,,,
BOR-02906-411,17-10-21,08743-09057-OO,L-D-2.5,6,,,,,,,,
WMP-68847-770,16-02-22,37490-01572-JW,L-L-0.2,1,,,,,,,,
TMO-22785-872,15-07-20,01811-60350-CU,E-M-1,6,,,,,,,,
TJG-73587-353,22-02-20,24766-58139-GT,R-D-0.2,3,,,,,,,,
OOU-61343-455,15-01-21,90123-70970-NY,A-M-1,2,,,,,,,,
RMA-08327-369,11-01-21,93809-05424-MG,A-M-0.5,6,,,,,,,,
SFB-97929-779,08-04-22,85425-33494-HQ,E-D-0.5,4,,,,,,,,
AUP-10128-606,01-10-20,54387-64897-XC,A-M-0.5,1,,,,,,,,
YTW-40242-005,28-10-19,01035-70465-UO,L-D-1,4,,,,,,,,
PRP-53390-819,28-03-21,84260-39432-ML,E-L-0.5,6,,,,,,,,
GSJ-01065-125,31-03-20,69779-40609-RS,E-D-0.2,4,,,,,,,,
YQU-65147-580,26-03-22,80247-70000-HT,R-D-2.5,1,,,,,,,,
QPM-95832-683,06-11-19,35058-04550-VC,L-L-1,2,,,,,,,,
BNQ-88920-567,30-12-19,27226-53717-SY,L-D-0.2,6,,,,,,,,
PUX-47906-110,01-10-21,02002-98725-CH,L-M-1,4,,,,,,,,
COL-72079-610,09-12-20,38487-01549-MV,E-L-0.5,4,,,,,,,,
LBC-45686-819,01-05-21,98573-41811-EQ,A-M-1,5,,,,,,,,
BLQ-03709-265,04-08-22,72463-75685-MV,R-L-0.2,3,,,,,,,,
BLQ-03709-265,04-08-22,72463-75685-MV,R-M-0.2,5,,,,,,,,
VFZ-91673-181,13-11-21,10225-91535-AI,A-L-1,6,,,,,,,,
WKD-81956-870,16-09-20,48090-06534-HI,L-D-0.5,3,,,,,,,,
TNI-91067-006,05-10-20,80444-58185-FX,E-L-1,4,,,,,,,,
IZA-61469-812,06-01-20,13561-92774-WP,L-D-2.5,4,,,,,,,,
PSS-22466-862,21-05-21,11550-78378-GE,R-L-0.2,4,,,,,,,,
REH-56504-397,26-02-20,90961-35603-RP,A-M-2.5,5,,,,,,,,
ALA-62598-016,19-02-20,57145-03803-ZL,R-D-0.2,6,,,,,,,,
EYE-70374-835,29-06-21,89115-11966-VF,R-L-0.2,5,,,,,,,,
CCZ-19589-212,27-03-21,05754-41702-FG,L-M-0.2,2,,,,,,,,
BPT-83989-157,27-10-21,84269-49816-ML,A-M-2.5,2,,,,,,,,
YFH-87456-208,12-06-19,23600-98432-ME,L-M-0.2,2,,,,,,,,
JLN-14700-924,28-06-20,79058-02767-CP,L-L-0.2,5,,,,,,,,
JVW-22582-137,23-03-21,89208-74646-UK,E-M-0.2,5,,,,,,,,
LAA-41879-001,10-02-22,11408-81032-UR,L-L-2.5,1,,,,,,,,
BRV-64870-915,16-04-19,32070-55528-UG,L-L-2.5,5,,,,,,,,
RGJ-12544-083,12-02-20,48873-84433-PN,L-D-2.5,3,,,,,,,,
JJX-83339-346,02-01-22,32928-18158-OW,R-L-0.2,1,,,,,,,,
BIU-21970-705,07-12-20,89711-56688-GG,R-M-2.5,2,,,,,,,,
ELJ-87741-745,20-02-20,48389-71976-JB,E-L-1,4,,,,,,,,
SGI-48226-857,11-06-20,84033-80762-EQ,A-M-2.5,6,,,,,,,,
AHV-66988-037,08-09-20,12743-00952-KO,R-M-2.5,2,,,,,,,,
ISK-42066-094,28-03-20,41505-42181-EF,E-D-1,3,,,,,,,,
FTC-35822-530,10-10-20,14307-87663-KB,E-D-0.5,4,,,,,,,,
VSS-56247-688,21-05-22,08360-19442-GB,L-M-2.5,4,,,,,,,,
HVW-25584-144,30-04-20,93405-51204-UW,L-L-0.2,5,,,,,,,,
MUY-15309-209,12-12-21,97152-03355-IW,L-D-1,3,,,,,,,,
VAJ-44572-469,27-10-20,79216-73157-TE,R-L-0.2,6,,,,,,,,
YJU-84377-606,07-07-20,20259-47723-AC,A-D-1,1,,,,,,,,
VNC-93921-469,31-01-20,04666-71569-RI,L-L-1,1,,,,,,,,
OGB-91614-810,18-02-20,08909-77713-CG,R-M-0.2,1,,,,,,,,
BQI-61647-496,13-06-21,84340-73931-VV,E-M-1,5,,,,,,,,
IOM-51636-823,06-08-22,04609-95151-XH,A-D-1,3,,,,,,,,
GGD-38107-641,23-11-21,99562-88650-YF,L-M-1,4,,,,,,,,
LTO-95975-728,13-10-21,46560-73885-PJ,R-L-0.5,4,,,,,,,,
IGM-84664-265,31-08-21,80179-44620-WN,R-L-0.5,3,,,,,,,,
SKO-45740-621,16-01-20,04666-71569-RI,L-M-0.5,2,,,,,,,,
FOJ-02234-063,25-04-22,59081-87231-VP,E-D-2.5,1,,,,,,,,
MSJ-11909-468,13-11-21,07878-45872-CC,E-D-2.5,5,,,,,,,,
DKB-78053-329,08-06-21,12444-05174-OO,R-M-0.2,2,,,,,,,,
DFZ-45083-941,21-11-20,34665-62561-AU,R-L-2.5,1,,,,,,,,
OTA-40969-710,14-03-19,77877-11993-QH,R-L-1,5,,,,,,,,
GRH-45571-667,16-08-19,32291-18308-YZ,E-M-1,3,,,,,,,,
NXV-05302-067,22-04-19,25754-33191-ZI,L-M-2.5,4,,,,,,,,
VZH-86274-142,02-05-22,53120-45532-KL,R-L-1,5,,,,,,,,
KIX-93248-135,11-02-20,36605-83052-WB,A-D-0.5,1,,,,,,,,
AXR-10962-010,28-03-21,53683-35977-KI,E-D-1,2,,,,,,,,
IHS-71573-008,08-05-21,07972-83134-NM,E-D-0.2,6,,,,,,,,
QTR-19001-114,21-11-19,01035-70465-UO,A-D-1,2,,,,,,,,
WBK-62297-910,17-05-21,25514-23938-IQ,A-D-0.2,2,,,,,,,,
OGY-19377-175,09-07-19,49084-44492-OJ,E-D-0.5,1,,,,,,,,
ESR-66651-814,20-05-20,76624-72205-CK,A-D-0.2,4,,,,,,,,
CPX-46916-770,27-08-21,12729-50170-JE,R-L-1,6,,,,,,,,
MDC-03318-645,30-04-22,43974-44760-QI,A-L-0.2,2,,,,,,,,
SFF-86059-407,03-06-20,30585-48726-BK,A-M-2.5,1,,,,,,,,
SCL-94540-788,13-06-22,16123-07017-TY,E-L-2.5,6,,,,,,,,
HVU-21634-076,10-06-20,27723-45097-MH,R-L-2.5,4,,,,,,,,
XUS-73326-418,18-12-20,37078-56703-AF,E-L-1,6,,,,,,,,
XWD-18933-006,31-08-19,79420-11075-MY,A-L-0.2,2,,,,,,,,
HPD-65272-772,25-02-19,57504-13456-UO,L-M-2.5,1,,,,,,,,
JEG-93140-224,07-02-21,53751-57560-CN,E-M-0.5,5,,,,,,,,
NNH-62058-950,14-01-21,96112-42558-EA,E-L-1,4,,,,,,,,
LTD-71429-845,24-02-19,03157-23165-UB,A-L-0.5,1,,,,,,,,
MPV-26985-215,23-06-19,51466-52850-AG,R-D-0.5,1,,,,,,,,
IYO-10245-081,09-05-20,57145-31023-FK,E-M-2.5,3,,,,,,,,
BYZ-39669-954,18-07-20,66408-53777-VE,L-L-2.5,1,,,,,,,,
EFB-72860-209,17-10-19,53035-99701-WG,A-M-0.2,4,,,,,,,,
GMM-72397-378,16-05-22,45899-92796-EI,R-L-0.2,4,,,,,,,,
LYP-52345-883,24-03-21,17649-28133-PY,E-M-0.5,1,,,,,,,,
DFK-35846-692,03-11-19,49612-33852-CN,R-D-0.2,5,,,,,,,,
XAH-93337-609,28-10-21,66976-43829-YG,A-D-1,5,,,,,,,,
QKA-72582-644,16-12-20,64852-04619-XZ,E-M-0.5,2,,,,,,,,
ZDK-84567-102,29-11-21,58690-31815-VY,A-D-0.5,3,,,,,,,,
WAV-38301-984,20-03-21,62863-81239-DT,A-D-0.5,5,,,,,,,,
KZR-33023-209,08-04-22,21177-40725-CF,E-L-1,3,,,,,,,,
ULM-49433-003,14-08-20,99421-80253-UI,E-M-1,2,,,,,,,,
SIB-83254-136,12-05-19,45315-50206-DK,R-M-0.5,6,,,,,,,,
NOK-50349-551,03-03-21,09595-95726-OV,R-D-0.5,3,,,,,,,,
YIS-96268-844,11-02-20,60221-67036-TD,E-L-0.2,6,,,,,,,,
CXI-04933-855,27-04-19,62923-29397-KX,E-L-2.5,6,,,,,,,,
IZU-90429-382,26-03-22,33011-52383-BA,A-L-1,3,,,,,,,,
WIT-40912-783,28-09-20,86768-91598-FA,L-D-0.2,4,,,,,,,,
PSD-57291-590,24-10-19,37191-12203-MX,A-M-0.5,1,,,,,,,,
GOI-41472-677,04-08-21,16545-76328-JY,E-D-2.5,4,,,,,,,,
KTX-17944-494,29-12-19,74330-29286-RO,A-L-0.2,1,,,,,,,,
RDM-99811-230,27-11-19,22349-47389-GY,L-M-0.2,5,,,,,,,,
JTU-55897-581,29-02-20,70290-38099-GB,R-M-0.2,5,,,,,,,,
CRK-07584-240,31-01-21,18741-72071-PP,A-M-1,3,,,,,,,,
MKE-75518-399,17-06-22,62588-82624-II,A-M-1,3,,,,,,,,
AEL-51169-725,03-02-20,37430-29579-HD,L-M-0.2,6,,,,,,,,
ZGM-83108-823,25-01-22,84132-22322-QT,E-L-1,1,,,,,,,,
JBP-78754-392,30-04-20,74330-29286-RO,E-M-2.5,6,,,,,,,,
RNH-54912-747,01-05-21,37445-17791-NQ,R-M-0.5,1,,,,,,,,
JDS-33440-914,28-10-21,58511-10548-ZU,R-M-1,3,,,,,,,,
SYX-48878-182,29-08-21,47725-34771-FJ,R-D-1,5,,,,,,,,
ZGD-94763-868,27-12-19,53086-67334-KT,E-L-2.5,1,,,,,,,,
CZY-70361-485,25-06-19,83308-82257-UN,E-L-2.5,6,,,,,,,,
RJR-12175-899,02-03-19,37274-08534-FM,E-D-0.5,3,,,,,,,,
ELB-07929-407,02-01-22,54004-04664-AA,A-M-2.5,2,,,,,,,,
UJQ-54441-340,30-07-19,26822-19510-SD,E-M-0.2,2,,,,,,,,
UJQ-54441-340,30-07-19,26822-19510-SD,A-L-0.2,5,,,,,,,,
OWY-43108-475,05-12-20,06432-73165-ML,A-M-0.2,6,,,,,,,,
GNO-91911-159,17-12-20,96503-31833-CW,L-D-0.5,3,,,,,,,,
CNY-06284-066,26-06-21,63985-64148-MG,E-D-0.2,5,,,,,,,,
OQS-46321-904,20-07-19,19597-91185-CM,E-M-1,1,,,,,,,,
IBW-87442-480,14-07-22,79814-23626-JR,A-L-2.5,1,,,,,,,,
DGZ-82537-477,14-08-20,43439-94003-DW,R-D-1,5,,,,,,,,
LPS-39089-432,24-04-19,97655-45555-LI,R-D-1,5,,,,,,,,
MQU-86100-929,04-06-19,64418-01720-VW,L-L-0.5,4,,,,,,,,
XUR-14132-391,08-08-22,96836-09258-RI,R-D-0.5,4,,,,,,,,
OVI-27064-381,13-11-19,37274-08534-FM,R-D-0.5,3,,,,,,,,
